Team,DST_have,K_have,QB_have,RB_have,TE_have,WR_have,DST_need,K_need,QB_need,RB_need,TE_need,WR_need,DST_surplus,K_surplus,QB_surplus,RB_surplus,TE_surplus,WR_surplus
UNK,0,0,0,0,0,0,1,1,2,5,2,6,0,0,0,0,0,0
